local_designation|ps1_designation|sherlock_distancempc|dec_psf|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|target|ref|diff|mjd_obs
10AYSEaob|PS20hp|3728.668298|24.38195585496897|0.200159|21.1717|SN|GOOD|1237667141794070882|i|SDSS DR12 PhotoObjAll Table|2020-01-22||2020aql|142.14214155108797|1092834121242255100|1092834121242255100_58870.526_101804366_340_target|1092834121242255100_58870.526_101804366_340_ref|1092834121242255100_58870.526_101804366_340_diff|58874.5146208591
10AYSEaoh|PS20hs|1977.136944|28.001243612378868|0.104885|20.1463|SN|GOOD|1237664093974495653|i|SDSS DR12 PhotoObjAll Table|2020-01-22||2020aqp|132.92515792958807|1085142031280004500|1085142031280004500_58870.525_101804157_74_target|1085142031280004500_58870.525_101804157_74_ref|1085142031280004500_58870.525_101804157_74_diff|58874.51328817
10AYSEaoi|PS20ht||28.02706171158975|0.201876|20.6582|UNCLEAR|GOOD|N9B6013638/1090746687128013717|g|GSC/PS1/GAIA|2020-01-22||2020aqq|136.94459278781312|1090746691280137400|1090746691280137400_58870.526_101804324_292_target|1090746691280137400_58870.526_101804324_292_ref|1090746691280137400_58870.526_101804324_292_diff|58874.5114065815
10AYSEake||299.0283762|47.08228251110792|0.0795856|19.491|NT|POSSIBLE|1237654651494072576/N9DH003207|i|SDSS/GSC|2020-01-22|0.0664771||135.51427384064823|1090203421470456100|1090203421470456100_58870.466_101797469_89_target|1090203421470456100_58870.466_101797469_89_ref|1090203421470456100_58870.466_101797469_89_diff|58870.4666215409
10AYSEane||1283.670665|27.39000528521543|0.175397|21.2252|SN|POSSIBLE|1237665098463248852|i|SDSS DR12 PhotoObjAll Table|2020-01-22|||141.75887504822794|1092702121272324100|1092702121272324100_58870.526_101804414_192_target|1092702121272324100_58870.526_101804414_192_ref|1092702121272324100_58870.526_101804414_192_diff|58874.51508875
10AYSEaoq|||39.186265306436155|0.147215|21.0691|ORPHAN|POSSIBLE||g||2020-01-22|||113.56927094594093|1073416631391110600|1073416631391110600_58870.458_101796505_465_target|1073416631391110600_58870.458_101796505_465_ref|1073416631391110600_58870.458_101796505_465_diff|58870.4587277346
10AYSEaop|||38.88577010339938|0.20837|20.9554|ORPHAN|POSSIBLE||g||2020-01-22|||113.84012041535934|1073521621385308600|1073521621385308600_58870.458_101796500_421_target|1073521621385308600_58870.458_101796500_421_ref|1073521621385308600_58870.458_101796500_421_diff|58870.4587277346
10AYSEaoo|||39.23202935293388|0.167148|21.2665|ORPHAN|POSSIBLE||g||2020-01-22|||114.18375680785243|1073644101391355300|1073644101391355300_58870.458_101796504_519_target|1073644101391355300_58870.458_101796504_519_ref|1073644101391355300_58870.458_101796504_519_diff|58870.4587277346
10AYSEaon|||38.98441701873282|0.168964|21.1032|ORPHAN|POSSIBLE||g||2020-01-22|||114.82034480176327|1073916881385903700|1073916881385903700_58870.458_101796498_463_target|1073916881385903700_58870.458_101796498_463_ref|1073916881385903700_58870.458_101796498_463_diff|58870.4587277346
10AYSEaol|||42.26212955616474|0.218258|21.1159|ORPHAN|POSSIBLE||g||2020-01-22|||113.23073273569824|1073255371421543800|1073255371421543800_58870.459_101796597_520_target|1073255371421543800_58870.459_101796597_520_ref|1073255371421543800_58870.459_101796597_520_diff|58870.4591614636
10AYSEaok|||42.33553665250842|0.224425|21.6255|ORPHAN|POSSIBLE||g||2020-01-22|||114.22436151684369|1073653841422007900|1073653841422007900_58870.459_101796625_373_target|1073653841422007900_58870.459_101796625_373_ref|1073653841422007900_58870.459_101796625_373_diff|58870.4591614636
10AYSEaoj|||42.059216457611925|0.160717|21.0593|ORPHAN|POSSIBLE||g||2020-01-22|||114.43612197432769|1073744661420333000|1073744661420333000_58870.459_101796624_380_target|1073744661420333000_58870.459_101796624_380_ref|1073744661420333000_58870.459_101796624_380_diff|58870.4591614636
10AYSEant|||34.93441956084783|0.272984|20.5836|ORPHAN|POSSIBLE||g||2020-01-22|||139.84826129943227|1091923581345604000|1091923581345604000_58870.471_101798026_115_target|1091923581345604000_58870.471_101798026_115_ref|1091923581345604000_58870.471_101798026_115_diff|58870.4713447937
10AYSEanr|||34.83283536509892|0.286935|20.7827|ORPHAN|POSSIBLE||g||2020-01-22|||139.91019579097824|1091938451344958200|1091938451344958200_58870.471_101798026_111_target|1091938451344958200_58870.471_101798026_111_ref|1091938451344958200_58870.471_101798026_111_diff|58870.4713447937
10AYSEanq|||38.9839484038522|0.26198|21.3855|ORPHAN|POSSIBLE||g||2020-01-22|||121.02749403960655|1080406591385902100|1080406591385902100_58870.460_101796768_108_target|1080406591385902100_58870.460_101796768_108_ref|1080406591385902100_58870.460_101796768_108_diff|58870.4606086445
10AYSEanp|||39.184668281581175|0.26908|21.92|SN|POSSIBLE|1237651191887757868|g|SDSS DR12 PhotoObjAll Table|2020-01-22|||116.64896925110656|1074635751391104800|1074635751391104800_58870.459_101796653_455_target|1074635751391104800_58870.459_101796653_455_ref|1074635751391104800_58870.459_101796653_455_diff|58870.4595939149
10AYSEano|||39.277343561354925|0.228563|21.088|ORPHAN|POSSIBLE||g||2020-01-22|||120.95104475011397|1080348251391638400|1080348251391638400_58870.460_101796777_200_target|1080348251391638400_58870.460_101796777_200_ref|1080348251391638400_58870.460_101796777_200_diff|58870.4606086445
10AYSEann|||39.19527014054315|0.123997|20.8347|ORPHAN|POSSIBLE||g||2020-01-22|||119.7728380721228|1075905471391143000|1075905471391143000_58870.460_101796779_316_target|1075905471391143000_58870.460_101796779_316_ref|1075905471391143000_58870.460_101796779_316_diff|58870.4606086445
10AYSEanm|||39.17102650593841|0.236125|21.5075|ORPHAN|POSSIBLE||g||2020-01-22|||119.47322828190634|1075753571391015700|1075753571391015700_58870.460_101796771_418_target|1075753571391015700_58870.460_101796771_418_ref|1075753571391015700_58870.460_101796771_418_diff|58870.4606086445
10AYSEakd||138.5698923|42.256646276193905|0.193364|21.2075|SN|POSSIBLE|1237673310430429491/22337|g|SDSS/GLADE|2020-01-22|0.0315906||119.55738814816709|1075813761421523900|1075813761421523900_58870.461_101796844_265_target|1075813761421523900_58870.461_101796844_265_ref|1075813761421523900_58870.461_101796844_265_diff|58870.4610388844
10AYSEank|||42.05670429675576|0.261312|21.2648|ORPHAN|POSSIBLE||g||2020-01-22|||117.91973276651918|1075140731420324000|1075140731420324000_58870.460_101796717_250_target|1075140731420324000_58870.460_101796717_250_ref|1075140731420324000_58870.460_101796717_250_diff|58870.4600277574
10AYSEanj|||39.19037112983242|0.14978|21.0616|ORPHAN|POSSIBLE||g||2020-01-22|||119.68917030249952|1075845391391125400|1075845391391125400_58870.460_101796771_349_target|1075845391391125400_58870.460_101796771_349_ref|1075845391391125400_58870.460_101796771_349_diff|58870.4606086445
10AYSEani|||46.21342472454589|0.133346|20.4606|ORPHAN|POSSIBLE||i||2020-01-22|||134.19589062987427|1085647001461248300|1085647001461248300_58870.466_101797457_254_target|1085647001461248300_58870.466_101797457_254_ref|1085647001461248300_58870.466_101797457_254_diff|58870.4666215409
10AYSEang|||46.265964674227206|0.101262|20.0421|ORPHAN|POSSIBLE||i||2020-01-22|||133.96972006092255|1085552721461557300|1085552721461557300_58870.466_101797457_238_target|1085552721461557300_58870.466_101797457_238_ref|1085552721461557300_58870.466_101797457_238_diff|58870.4666215409
10AYSEanf|||49.29610736109987|0.104393|20.186|ORPHAN|POSSIBLE||i||2020-01-22|||127.9640775486258|1083151371491745900|1083151371491745900_58870.465_101797279_235_target|1083151371491745900_58870.465_101797279_235_ref|1083151371491745900_58870.465_101797279_235_diff|58870.4653336704
10AYSEanh||3937.001015|49.3447511676015|0.179558|20.8356|SN|POSSIBLE|1237651250947620904|i|SDSS DR12 PhotoObjAll Table|2020-01-22|||127.93330216129468|1083143981492041100|1083143981492041100_58870.465_101797279_309_target|1083143981492041100_58870.465_101797279_309_ref|1083143981492041100_58870.465_101797279_309_diff|58870.4653336704
10AYSEans|||49.91758565147677|0.175517|20.3964|ORPHAN|POSSIBLE||i||2020-01-22|||125.71131950111376|1082250711495503200|1082250711495503200_58870.465_101797290_257_target|1082250711495503200_58870.465_101797290_257_ref|1082250711495503200_58870.465_101797290_257_diff|58870.4653336704
10AYSEaog|||-4.528851355971048|0.197711|20.7071|UNCLEAR|POSSIBLE|S6GN003953/3677997202435266944|r|GSC/GAIA/PS1|2020-01-22|||195.86611358786587|1130327850043143600|1130327850043143600_58874.591_101998857_218_target|1130327850043143600_58874.591_101998857_218_ref|1130327850043143600_58874.591_101998857_218_diff|58874.5912272014
10AYSEamf|||-4.083326498225038|0.186009|20.571|UNCLEAR|POSSIBLE|S6FP001331/1125149740004050009|r|GSC/PS1/GAIA|2020-01-22|||192.95734189556458|1125149770040500100|1125149770040500100_58874.590_101998778_139_target|1125149770040500100_58874.590_101998778_139_ref|1125149770040500100_58874.590_101998778_139_diff|58874.5903654403
10AYSEanc|||-1.206854548837276|0.12155|20.2813|ORPHAN|POSSIBLE||i||2020-01-22|||189.46420885628183|1123751400011224700|1123751400011224700_58870.587_101811049_213_target|1123751400011224700_58870.587_101811049_213_ref|1123751400011224700_58870.587_101811049_213_diff|58870.5875263078
10AYSEamh|||-4.8570425699415685|0.18875|20.5734|UNCLEAR|POSSIBLE|S6HM004207/1123932397004512540|i|GSC/PS1|2020-01-22|||189.88496987128354|1123932390045125300|1123932390045125300_58870.587_101811000_299_target|1123932390045125300_58870.587_101811000_299_ref|1123932390045125300_58870.587_101811000_299_diff|58870.5870977966
10AYSEami|||-4.326277255448656|0.107438|20.0456|ORPHAN|POSSIBLE||i||2020-01-22|||192.47895949702263|1124954940041934400|1124954940041934400_58870.587_101811128_117_target|1124954940041934400_58870.587_101811128_117_ref|1124954940041934400_58870.587_101811128_117_diff|58870.587966301
10AYSEamd|||-3.999848279690941|0.166744|20.0905|UNCLEAR|POSSIBLE|S6GL003283/3684056233058742272|r|GSC/GAIA/PS1|2020-01-22|||196.81473947930564|1130715540035959400|1130715540035959400_58874.591_101998887_156_target|1130715540035959400_58874.591_101998887_156_ref|1130715540035959400_58874.591_101998887_156_diff|58874.5912272014
10AYSEaoc|||12.043739242971126|0.104322|20.4549|ORPHAN|POSSIBLE||r||2020-01-22|||186.50706031909888|1122601701120237400|1122601701120237400_58870.582_101810632_149_target|1122601701120237400_58870.582_101810632_149_ref|1122601701120237400_58870.582_101810632_149_diff|58870.5823765593
10AYSEaoa|||17.862309035668886|0.199274|21.3102|ORPHAN|POSSIBLE||g||2020-01-22|||193.5326834798347|1125407841175144200|1125407841175144200_58870.577_101810251_161_target|1125407841175144200_58870.577_101810251_161_ref|1125407841175144200_58870.577_101810251_161_diff|58870.5779137163
10AYSEamn|||17.233649026913525|0.161866|20.5839|ORPHAN|POSSIBLE||g||2020-01-22|||196.1682497534719|1130440381171401000|1130440381171401000_58870.578_101810357_69_target|1130440381171401000_58870.578_101810357_69_ref|1130440381171401000_58870.578_101810357_69_diff|58870.5788003077
10AYSEanw||3114.19636|23.821827898781617|0.0949817|20.4906|SN|POSSIBLE|1237667143402586941|r|SDSS DR12 PhotoObjAll Table|2020-01-22|||136.63802788555643|1090633121234918600|1090633121234918600_58870.525_101804190_203_target|1090633121234918600_58870.525_101804190_203_ref|1090633121234918600_58870.525_101804190_203_diff|58870.5255769816
10AYSEanu||941.634804|20.26649285806151|0.137251|20.8484|SN|POSSIBLE|1237668298744267584|g|SDSS DR12 PhotoObjAll Table|2020-01-22|||193.0584820929323|1125214041201559200|1125214041201559200_58870.578_101810293_114_target|1125214041201559200_58870.578_101810293_114_ref|1125214041201559200_58870.578_101810293_114_diff|58870.5783535006
10AYSEamm||2208.0|24.826141156736767|0.0918778|20.6131|SN|POSSIBLE|SDSSJ085812.52+244932.4|r|GLADE|2020-01-22|0.402615141308||134.5618684431458|1085814861244934000|1085814861244934000_58870.524_101804106_288_target|1085814861244934000_58870.524_101804106_288_ref|1085814861244934000_58870.524_101804106_288_diff|58870.5246686055
10AYSEanx|||25.44410579165823|0.086825|20.4235|ORPHAN|POSSIBLE||r||2020-01-22|||135.71045748809087|1090250491252638700|1090250491252638700_58870.524_101804108_158_target|1090250491252638700_58870.524_101804108_158_ref|1090250491252638700_58870.524_101804108_158_diff|58870.5246686055
10AYSEamk|||25.565410421555484|0.220721|21.5563|ORPHAN|POSSIBLE||g||2020-01-22|||135.37828234790433|1090130781253355400|1090130781253355400_58874.510_101989889_368_target|1090130781253355400_58874.510_101989889_368_ref|1090130781253355400_58874.510_101989889_368_diff|58874.5100617944
10AYSEaof|||27.38736852021899|0.112466|20.8247|ORPHAN|POSSIBLE||r||2020-01-22|||140.22082714002744|1092053001272314400|1092053001272314400_58870.526_101804417_258_target|1092053001272314400_58870.526_101804417_258_ref|1092053001272314400_58870.526_101804417_258_diff|58870.5269504138
10AYSEamj|||28.1068730535885|0.102773|20.5108|ORPHAN|POSSIBLE||r||2020-01-22|||138.36804927646008|1091328321280624800|1091328321280624800_58870.526_101804321_255_target|1091328321280624800_58870.526_101804321_255_ref|1091328321280624800_58870.526_101804321_255_diff|58870.5260535918
10AYSEahz|PS20gm|1816.97119|14.200168422911169|0.0966364|20.4959|NT|GOOD|1237661069257081216/N71D005482|r|SDSS/GSC|2020-01-21||2019aaac|170.57957345173153|1112219101141200800|1112219101141200800_58869.564_101755566_120_target|1112219101141200800_58869.564_101755566_120_ref|1112219101141200800_58869.564_101755566_120_diff|58873.6099423827
10AYSEahj|PS20c|121.0|6.328469399623156|0.166997|20.7144|SN|GOOD|1237658423551590565/UGC05573/1|r|SDSS/NED/NED_D/GLADE/2MASS|2020-01-21|0.028576||154.8973227465059|1101935361061942400|1101935361061942400_58869.474_101747643_273_target|1101935361061942400_58869.474_101747643_273_ref|1101935361061942400_58869.474_101747643_273_diff|58871.5815575388
10AYSEahk|PS19ixg||-3.7504439744869393|0.106606|20.5453|SN|GOOD|GALEXASCJ103449.32-034502.2/37|i|NED/GAIA/PS1/GSC|2020-01-21|||158.70536447164147|1103449260034501400|1103449260034501400_58869.481_101748488_217_target|1103449260034501400_58869.481_101748488_217_ref|1103449260034501400_58869.481_101748488_217_diff|58871.5717486348
10AYSEain|PS20gj|856.861507|-3.7037266614295743|0.322277|20.8122|SN|GOOD|LCRSB104041.1-032631/113775/10|g|NED/GLADE/2MASS|2020-01-21|0.177236|2020amc|160.80661907049287|1104313580034213200|1104313580034213200_58869.482_101748587_227_target|1104313580034213200_58869.482_101748587_227_ref|1104313580034213200_58869.482_101748587_227_diff|58875.4719062573
10AYSEahl|PS20go|296.933218|32.436944668544655|0.0808588|20.0067|NT|GOOD|1237665128015528062|r|SDSS DR12 PhotoObjAll Table|2020-01-21||2020aly|208.04117063893207|1135209871322612800|1135209871322612800_58869.660_101766111_101_target|1135209871322612800_58869.660_101766111_101_ref|1135209871322612800_58869.660_101766111_101_diff|58873.6176611996
10AYSEaix|PS20gi||-4.0253327714246065|0.333655|20.5487|SN|GOOD|GALEXASCJ104733.89-040133.9|g|NED|2020-01-21||2020amb|161.89008032918076|1104733600040131300|1104733600040131300_58869.482_101748578_180_target|1104733600040131300_58869.482_101748578_180_ref|1104733600040131300_58869.482_101748578_180_diff|58875.4719062573
10AYSEaiw|PS20gu||3.5995620276666735|0.102423|19.2958|ORPHAN|GOOD||i||2020-01-21||2020ann|150.6977429444132|1100247451033558300|1100247451033558300_58869.474_101747727_139_target|1100247451033558300_58869.474_101747727_139_ref|1100247451033558300_58869.474_101747727_139_diff|58875.4665228845
10AYSEaib|PS20gl|843.117631|10.337296245370913|0.0863634|20.2617|NT|GOOD|1237658493350772896|r|SDSS DR12 PhotoObjAll Table|2020-01-21||2020alx|174.64598056438567|1113835041102014200|1113835041102014200_58869.565_101755597_115_target|1113835041102014200_58869.565_101755597_115_ref|1113835041102014200_58869.565_101755597_115_diff|58873.6104156156
10AYSEaif|PS20gk|3771.638832|18.265024766476156|0.109375|19.9058|NT|GOOD|1237668496857039075|r|SDSS DR12 PhotoObjAll Table|2020-01-21||2020amd|179.32215777633164|1115717311181554100|1115717311181554100_58869.570_101756060_96_target|1115717311181554100_58869.570_101756060_96_ref|1115717311181554100_58869.570_101756060_96_diff|58873.5567030478
10AYSEaht|PS20gn|1637.755608|34.86211683835215|0.267778|21.029|SN|GOOD|1237665129623322756/1237665129|r|SDSS|2020-01-21||2020alz|200.7956898560806|1132310961345143600|1132310961345143600_58869.658_101765901_148_target|1132310961345143600_58869.658_101765901_148_ref|1132310961345143600_58869.658_101765901_148_diff|58869.6585877816
10AYSEaji|||-1.7615459485684692|0.121164|20.0214|UNCLEAR|POSSIBLE|S1TJ002991|i|GSC v2.3|2020-01-21|||50.558397608231715|1032214010014541600|1032214010014541600_58869.222_101717871_105_target|1032214010014541600_58869.222_101717871_105_ref|1032214010014541600_58869.222_101717871_105_diff|58869.222389497
10AYSEaik|||5.459789057072649|0.131517|20.5156|NT|POSSIBLE|10132839+0527347/1237658422477|r|2MASS/SDSS|2020-01-21|||153.36827335890558|1101328371052735200|1101328371052735200_58869.475_101747865_192_target|1101328371052735200_58869.475_101747865_192_ref|1101328371052735200_58869.475_101747865_192_diff|58871.5806640791
10AYSEahv||5182.144626|13.851677208911815|0.281835|21.4833|SN|POSSIBLE|1237661068720603565|r|SDSS DR12 PhotoObjAll Table|2020-01-21|||171.54455500575668|1112610671135106100|1112610671135106100_58869.564_101755557_175_target|1112610671135106100_58869.564_101755557_175_ref|1112610671135106100_58869.564_101755557_175_diff|58873.6099423826
10AYSEajj|||-4.723147264942892|0.173405|21.4748|ORPHAN|POSSIBLE||r||2020-01-21|||52.87682203359515|1033130420044323200|1033130420044323200_58869.222_101717902_257_target|1033130420044323200_58869.222_101717902_257_ref|1033130420044323200_58869.222_101717902_257_diff|58872.2885626791
